7/6/2017 12:40:00 AM, 29.4 
7/6/2017 12:42:00 AM, 29.3 
7/6/2017 12:44:00 AM, 29.3 
7/6/2017 12:46:00 AM, 29.2 
7/6/2017 12:48:00 AM, 29.1 
7/6/2017 12:50:00 AM, 29.3 
7/6/2017 12:52:00 AM, 29.2 
7/6/2017 12:54:00 AM, 29.2 
7/6/2017 12:56:00 AM, 29 
7/6/2017 12:58:00 AM, 28.9 
7/6/2017 1:00:00 AM, 28.9 
7/6/2017 1:02:00 AM, 28.9 
7/6/2017 1:04:00 AM, 28.8 
7/6/2017 1:06:00 AM, 28.7 
7/6/2017 1:08:00 AM, 28.7 
7/6/2017 1:10:00 AM, 28.6 
7/6/2017 1:12:00 AM, 28.5 
7/6/2017 1:14:00 AM, 28.4 
7/6/2017 1:16:00 AM, 28.4 
7/6/2017 1:18:00 AM, 28.4 
7/6/2017 1:20:00 AM, 28.3 
7/6/2017 1:22:00 AM, 28.4 
7/6/2017 1:24:00 AM, 28.4 
7/6/2017 1:26:00 AM, 28.3 
7/6/2017 1:28:00 AM, 28.2 
7/6/2017 1:30:00 AM, 28.1 
7/6/2017 1:32:00 AM, 28 
7/6/2017 1:34:00 AM, 28 
7/6/2017 1:36:00 AM, 28.4 
7/6/2017 1:38:00 AM, 28.4 
7/6/2017 1:40:00 AM, 28.4 
7/6/2017 1:42:00 AM, 28.4 
7/6/2017 1:44:00 AM, 28.3 
7/6/2017 1:46:00 AM, 28.2 
7/6/2017 1:48:00 AM, 28.1 
7/6/2017 1:50:00 AM, 28 
7/6/2017 1:52:00 AM, 30
7/6/2017 1:54:00 AM, 33 
7/6/2017 1:56:00 AM, 36 
7/6/2017 1:58:00 AM, 40 
7/6/2017 2:00:00 AM, 43 
7/6/2017 2:02:00 AM, 46 
7/6/2017 2:04:00 AM, 50 
7/6/2017 2:06:00 AM, 53 
7/6/2017 2:08:00 AM, 55 
7/6/2017 2:10:00 AM, 28.1 
7/6/2017 2:12:00 AM, 28.1 
7/6/2017 2:14:00 AM, 28 
7/6/2017 2:16:00 AM, 28.1 
7/6/2017 2:18:00 AM, 28.3 
7/6/2017 2:20:00 AM, 28.3 
